Bib,ID,11.1k,16.6k,20k,20.7k,Chip Time,Finish Time
23345,03062,1:06:06,0:38:35,0:24:26,0:04:24,2:24:40,2:24:40
23344,03063,1:06:06,0:38:33,0:24:28,0:04:25,2:24:40,2:24:40
20316,03064,1:08:50,0:35:17,0:24:03,0:04:37,2:24:43,2:24:43
21833,03065,1:09:02,0:37:20,0:23:09,0:04:29,2:24:47,2:24:47
21436,03066,1:05:06,0:38:47,0:24:44,0:05:07,2:24:47,2:24:47
20995,03067,1:04:27,0:36:56,0:26:15,0:05:05,2:24:47,2:24:47
20384,03068,1:09:25,0:37:48,0:22:15,0:04:12,2:24:49,2:24:49
20620,03069,1:08:44,0:37:51,0:22:34,0:04:14,2:24:50,2:24:50
20225,03070,1:08:43,0:37:53,0:22:26,0:04:19,2:24:50,2:24:50
20611,03071,1:08:05,0:39:11,0:22:30,0:04:01,2:24:52,2:24:52
21083,03072,1:05:42,0:37:49,0:25:08,0:05:13,2:24:55,2:24:55
23566,03073,1:05:39,0:36:30,0:25:55,0:05:09,2:25:03,2:25:03
20290,03074,,,0:18:42,0:03:20,2:25:03,2:25:03
21716,03075,1:07:27,0:38:27,0:23:50,0:04:40,2:25:03,2:25:03
23360,03076,1:07:38,0:39:20,0:23:17,0:04:22,2:25:05,2:25:05
23547,03077,1:09:56,0:38:15,0:21:33,0:04:16,2:25:06,2:25:06
21123,03078,1:04:16,0:39:04,0:25:30,0:05:03,2:25:11,2:25:11
20412,03079,1:05:49,0:38:22,0:24:34,0:05:07,2:25:12,2:25:12
22222,03080,1:10:41,0:39:39,0:19:45,0:03:50,2:25:15,2:25:15
21390,03081,1:07:42,0:38:00,0:23:28,0:04:46,2:25:16,2:25:16
20509,03082,1:05:35,0:38:54,0:25:48,0:04:02,2:25:19,2:25:19
23414,03083,1:09:44,0:38:05,0:21:58,0:04:02,2:25:20,2:25:20
23599,03084,1:10:09,0:38:30,0:21:23,0:04:12,2:25:21,2:25:21
20336,03085,1:06:06,0:35:53,0:26:13,0:04:58,2:25:22,2:25:22
23412,03086,1:06:45,0:39:12,0:23:29,0:04:47,2:25:24,2:25:24
21834,03087,1:04:55,0:41:43,0:23:49,0:04:49,2:25:28,2:25:28
20437,03088,1:04:12,0:38:53,0:26:48,0:04:05,2:25:28,2:25:28
20576,03089,,,0:18:27,0:03:31,2:25:29,2:25:29
23514,03090,1:07:20,0:38:24,0:23:57,0:04:43,2:25:33,2:25:33
23077,03091,1:10:38,0:37:30,0:22:15,0:04:08,2:25:34,2:25:34
23623,03092,1:10:10,0:37:43,0:22:18,0:04:23,2:25:35,2:25:35
20041,03093,1:05:36,0:38:53,0:25:50,0:04:21,2:25:39,2:25:39
20597,03094,1:06:39,0:39:10,0:25:10,0:04:12,2:25:40,2:25:40
23131,03095,1:04:21,0:42:08,0:23:59,0:04:56,2:25:40,2:25:40
20151,03096,1:07:26,0:38:59,0:23:22,0:04:39,2:25:46,2:25:46
20857,03097,1:07:45,0:38:50,0:24:23,0:04:20,2:25:46,2:25:46
21220,03098,1:04:12,0:40:46,0:24:55,0:04:39,2:25:48,2:25:48
23115,03099,1:04:14,0:40:46,0:24:57,0:04:40,2:25:48,2:25:48
23354,03100,1:07:06,0:38:31,0:25:07,0:04:32,2:25:49,2:25:49
20956,03101,1:12:13,0:36:17,0:21:16,0:03:55,2:25:51,2:25:51
23081,03102,1:09:41,0:38:53,0:22:36,0:04:07,2:25:54,2:25:54
21103,03103,1:05:41,0:39:08,0:25:02,0:05:30,2:25:54,2:25:54
23422,03104,1:06:32,0:39:44,0:24:03,0:04:39,2:25:58,2:25:58
21413,03105,1:06:31,0:39:45,0:24:03,0:04:38,2:25:59,2:25:59
20387,03106,1:07:04,0:39:36,0:23:45,0:04:43,2:26:00,2:26:00
20673,03107,1:04:30,0:39:26,0:26:10,0:05:01,2:26:01,2:26:01
23381,03108,1:06:45,0:37:37,0:24:15,0:04:56,2:26:07,2:26:07
23602,03109,1:05:46,0:38:49,0:25:42,0:05:13,2:26:11,2:26:11
20680,03110,1:07:38,0:37:02,0:23:51,0:04:51,2:26:13,2:26:13
21080,03111,1:07:18,0:39:34,0:23:47,0:05:00,2:26:13,2:26:13
20524,03112,1:09:36,0:37:34,0:22:59,0:04:34,2:26:15,2:26:15
21338,03113,1:04:28,0:39:26,0:26:10,0:05:04,2:26:19,2:26:19
21807,03114,1:08:41,0:37:57,0:23:19,0:04:43,2:26:21,2:26:21
21343,03115,1:08:36,0:38:58,0:22:34,0:04:56,2:26:23,2:26:23
21447,03116,1:05:19,0:36:30,0:27:22,0:05:45,2:26:25,2:26:25
21324,03117,1:10:31,0:37:14,0:22:38,0:04:20,2:26:29,2:26:29
21651,03118,1:05:19,0:39:07,0:25:54,0:04:54,2:26:30,2:26:30
20983,03119,1:05:10,0:41:16,0:24:40,0:04:34,2:26:31,2:26:31
21088,03120,1:10:34,0:38:50,0:22:20,0:04:25,2:26:34,2:26:34
21504,03121,1:05:11,0:37:57,0:26:48,0:05:05,2:26:35,2:26:35
20569,03122,1:06:35,0:38:50,0:25:17,0:05:22,2:26:36,2:26:36
23149,03123,1:06:34,0:38:50,0:25:17,0:05:14,2:26:36,2:26:36
21607,03124,1:09:03,0:37:42,0:23:11,0:04:42,2:26:38,2:26:38
20731,03125,1:08:33,0:39:01,0:23:54,0:04:55,2:26:39,2:26:39
23538,03126,1:11:05,0:37:33,0:22:02,0:04:27,2:26:46,2:26:46
21399,03127,1:07:02,0:36:48,0:25:24,0:04:37,2:26:49,2:26:49
23040,03128,1:07:00,0:38:56,0:24:38,0:04:54,2:27:03,2:27:03
23282,03129,1:09:54,0:38:28,0:23:25,0:04:03,2:27:06,2:27:06
20458,03130,1:08:45,0:38:37,0:23:40,0:04:30,2:27:07,2:27:07
20382,03131,1:11:36,0:40:01,0:20:02,0:03:52,2:27:08,2:27:08
21408,03132,1:12:19,0:36:17,0:21:17,0:03:54,2:27:08,2:27:08
23449,03133,1:08:45,0:38:35,0:23:41,0:04:31,2:27:08,2:27:08
23023,03134,1:12:18,0:36:18,0:21:16,0:03:54,2:27:08,2:27:08
21420,03135,1:11:35,0:40:02,0:20:06,0:03:49,2:27:09,2:27:09
20748,03136,1:08:52,0:38:33,0:23:37,0:04:39,2:27:11,2:27:11
23398,03137,1:07:36,0:38:28,0:24:41,0:04:51,2:27:13,2:27:13
20891,03138,1:09:23,0:38:38,0:23:13,0:04:51,2:27:19,2:27:19
20725,03139,1:05:39,0:38:38,0:27:29,0:04:32,2:27:21,2:27:21
20908,03140,1:08:32,0:39:30,0:23:55,0:04:31,2:27:24,2:27:24
21189,03141,1:09:59,0:39:04,0:22:29,0:04:23,2:27:24,2:27:24
23482,03142,,1:50:24,0:27:13,0:05:09,2:27:29,2:27:29
23325,03143,,1:42:01,0:27:13,0:05:09,2:27:31,2:27:31
21466,03144,1:08:53,0:39:20,0:22:34,0:04:34,2:27:33,2:27:33
21418,03145,1:10:01,0:37:58,0:23:13,0:04:33,2:27:41,2:27:41
20945,03146,1:02:26,0:38:14,0:29:45,0:05:08,2:27:43,2:27:43
21625,03147,1:05:18,0:39:08,0:25:56,0:05:52,2:27:45,2:27:45
20963,03148,1:08:49,0:38:10,0:23:40,0:04:50,2:27:46,2:27:46
21414,03149,1:08:52,0:39:01,0:24:15,0:04:33,2:27:49,2:27:49
20900,03150,1:06:23,0:39:52,0:25:23,0:05:06,2:28:00,2:28:00
21640,03151,1:06:33,0:40:43,0:26:24,0:04:27,2:28:06,2:28:06
20264,03152,1:08:56,0:40:03,0:23:34,0:04:40,2:28:08,2:28:08
20258,03153,1:07:22,0:39:25,0:25:07,0:04:53,2:28:14,2:28:14
21516,03154,1:09:54,0:38:50,0:23:48,0:04:53,2:28:16,2:28:16
20909,03155,1:11:19,0:37:54,0:23:37,0:04:17,2:28:19,2:28:19
21701,03156,1:10:30,0:39:24,0:22:55,0:04:32,2:28:27,2:28:27
21703,03157,1:10:32,0:39:23,0:22:54,0:04:33,2:28:27,2:28:27
21710,03158,1:10:31,0:39:24,0:22:53,0:04:35,2:28:28,2:28:28
23427,03159,1:03:22,0:40:33,0:27:53,0:05:18,2:28:30,2:28:30
21505,03160,1:11:05,0:38:23,0:22:41,0:04:22,2:28:32,2:28:32
23238,03161,1:09:17,0:38:58,0:24:11,0:04:24,2:28:36,2:28:36
20990,03162,1:11:12,0:38:46,0:21:50,0:04:28,2:28:37,2:28:37
21772,03163,1:05:40,0:39:54,0:26:32,0:05:27,2:28:41,2:28:41
21139,03164,1:08:02,0:39:40,0:25:15,0:04:34,2:28:48,2:28:48
21496,03165,1:09:11,0:39:46,0:23:48,0:04:37,2:28:49,2:28:49
23451,03166,1:09:12,0:39:33,0:23:59,0:04:37,2:28:49,2:28:49
21435,03167,1:08:30,0:41:18,0:23:23,0:04:51,2:28:55,2:28:55
23310,03168,1:10:49,0:38:46,0:23:18,0:04:46,2:28:56,2:28:56
23472,03169,1:10:07,0:40:07,0:23:16,0:04:30,2:28:57,2:28:57
20555,03170,1:08:32,0:40:02,0:24:13,0:04:48,2:29:00,2:29:00
20738,03171,1:00:30,0:42:03,0:30:26,0:05:28,2:29:01,2:29:01
21471,03172,1:09:46,0:38:13,0:25:10,0:04:05,2:29:03,2:29:03
23452,03173,1:08:32,0:40:03,0:24:16,0:04:49,2:29:05,2:29:05
21190,03174,1:10:55,0:38:25,0:23:18,0:04:32,2:29:05,2:29:05
21165,03175,1:10:32,0:38:25,0:23:13,0:04:35,2:29:06,2:29:06
21476,03176,1:08:15,0:36:35,0:26:34,0:05:36,2:29:07,2:29:07
23399,03177,1:10:47,0:39:15,0:22:28,0:04:56,2:29:07,2:29:07
21463,03178,1:10:46,0:39:17,0:22:28,0:04:50,2:29:07,2:29:07
21315,03179,1:09:21,0:39:08,0:23:42,0:04:50,2:29:11,2:29:11
23446,03180,1:09:52,0:39:09,0:24:28,0:04:33,2:29:18,2:29:18
23079,03181,1:10:43,0:39:26,0:23:06,0:04:14,2:29:19,2:29:19
21366,03182,1:07:25,0:39:11,0:26:04,0:05:04,2:29:22,2:29:22
20650,03183,1:10:43,0:39:26,0:23:06,0:04:13,2:29:26,2:29:26
20932,03184,1:07:20,0:39:40,0:26:38,0:04:29,2:29:28,2:29:28
23249,03185,1:07:20,0:39:40,0:26:38,0:04:28,2:29:28,2:29:28
23600,03186,1:08:40,0:40:02,0:24:25,0:04:54,2:29:28,2:29:28
20677,03187,,0:24:30,0:14:57,0:02:49,2:29:29,2:29:29
20599,03188,,1:49:57,0:24:01,0:04:21,2:29:37,2:29:37
21084,03189,1:08:33,0:39:55,0:25:00,0:04:49,2:29:37,2:29:37
21674,03190,1:04:40,0:41:20,0:26:39,0:05:39,2:29:41,2:29:41
20026,03191,1:11:35,0:38:33,0:23:17,0:04:36,2:29:42,2:29:42
21287,03192,1:12:59,0:38:25,0:22:01,0:04:39,2:29:43,2:29:43
23359,03193,1:07:11,0:42:19,0:24:28,0:04:36,2:29:46,2:29:46
23521,03194,1:08:48,0:41:21,0:23:32,0:05:34,2:29:51,2:29:51
21438,03195,1:09:09,0:39:56,0:24:14,0:04:54,2:29:55,2:29:55
23542,03196,1:08:53,0:40:21,0:24:14,0:04:52,2:29:56,2:29:56
23248,03197,1:10:43,0:38:35,0:23:49,0:04:35,2:29:57,2:29:57
23432,03198,1:09:52,0:39:08,0:25:12,0:04:04,2:29:59,2:29:59
21359,03199,1:04:45,0:39:40,0:28:28,0:06:04,2:30:00,2:30:00
20411,03200,1:07:08,0:39:12,0:26:12,0:05:49,2:30:03,2:30:03
23384,03201,1:14:02,0:37:09,0:22:58,0:04:27,2:30:03,2:30:03
21174,03202,1:02:42,0:41:06,0:28:58,0:05:53,2:30:05,2:30:05
21385,03203,1:08:24,0:40:04,0:24:54,0:05:28,2:30:06,2:30:06
20465,03204,1:07:31,0:38:59,0:25:02,0:06:56,2:30:12,2:30:12
21696,03205,1:08:41,0:39:31,0:25:39,0:05:15,2:30:27,2:30:27
20937,03206,1:09:22,0:39:31,0:24:45,0:04:48,2:30:27,2:30:27
23404,03207,1:14:02,0:37:59,0:22:45,0:04:34,2:30:29,2:30:29
23579,03208,1:10:42,0:40:05,0:23:40,0:04:33,2:30:36,2:30:36
20845,03209,1:10:42,0:40:06,0:23:47,0:04:24,2:30:36,2:30:36
20581,03210,1:10:34,0:39:51,0:23:41,0:04:31,2:30:38,2:30:38
20981,03211,1:05:48,0:40:19,0:28:14,0:04:54,2:30:40,2:30:40
21071,03212,1:10:29,0:40:11,0:23:41,0:04:49,2:30:40,2:30:40
21069,03213,1:08:23,0:39:34,0:25:26,0:05:17,2:30:40,2:30:40
21738,03214,1:07:08,0:40:46,0:26:30,0:05:26,2:30:40,2:30:40
21537,03215,1:12:35,0:37:51,0:23:39,0:04:53,2:30:41,2:30:41
20440,03216,1:11:40,0:38:55,0:23:46,0:04:45,2:30:42,2:30:42
20853,03217,1:11:40,0:38:55,0:23:46,0:04:45,2:30:42,2:30:42
21694,03218,1:08:39,0:39:32,0:25:51,0:05:10,2:30:48,2:30:48
23373,03219,1:08:03,0:40:21,0:26:16,0:05:23,2:30:51,2:30:51
21873,03220,1:10:09,0:40:02,0:24:35,0:04:52,2:30:53,2:30:53
23262,03221,1:08:52,0:38:25,0:26:07,0:05:29,2:30:54,2:30:54
20968,03222,1:10:37,0:40:53,0:23:49,0:04:30,2:30:58,2:30:58
21507,03223,1:10:49,0:39:24,0:24:07,0:04:55,2:31:01,2:31:01
23469,03224,1:10:50,0:39:23,0:24:08,0:04:54,2:31:02,2:31:02
21464,03225,1:11:14,0:39:52,0:24:03,0:04:33,2:31:17,2:31:17
20126,03226,1:10:12,0:40:51,0:24:30,0:04:43,2:31:21,2:31:21
21736,03227,1:05:24,0:42:50,0:26:35,0:05:27,2:31:26,2:31:26
23268,03228,1:07:00,0:40:32,0:27:39,0:04:59,2:31:36,2:31:36
23465,03229,1:08:31,0:41:54,0:24:15,0:04:57,2:31:40,2:31:40
21166,03230,1:12:58,0:38:25,0:22:01,0:05:23,2:31:45,2:31:45
20960,03231,1:11:37,0:40:48,0:23:00,0:04:27,2:31:47,2:31:47
23125,03232,1:09:06,0:42:02,0:24:16,0:04:48,2:31:54,2:31:54
21348,03233,1:12:55,0:39:52,0:22:28,0:04:01,2:31:54,2:31:54
21098,03234,1:11:52,0:40:34,0:23:26,0:04:48,2:31:55,2:31:55
21196,03235,1:14:34,0:37:58,0:22:46,0:04:34,2:31:56,2:31:56
21089,03236,1:10:23,0:40:01,0:25:07,0:04:54,2:31:57,2:31:57
21426,03237,1:10:17,0:38:40,0:25:20,0:05:38,2:31:59,2:31:59
23287,03238,1:05:43,0:45:34,0:24:55,0:04:46,2:31:59,2:31:59
20455,03239,0:53:56,,1:26:14,0:02:51,2:32:02,2:32:02
21023,03240,1:11:29,0:40:49,0:23:57,0:04:26,2:32:03,2:32:03
23470,03241,1:10:53,0:40:56,0:24:17,0:04:42,2:32:04,2:32:04
23318,03242,1:10:38,0:41:11,0:24:12,0:04:42,2:32:04,2:32:04
23487,03243,1:11:11,0:39:27,0:24:37,0:04:57,2:32:12,2:32:12
20224,03244,1:05:24,0:40:35,0:28:04,0:06:48,2:32:13,2:32:13
23291,03245,1:11:54,0:40:32,0:23:48,0:04:40,2:32:15,2:32:15
21472,03246,1:09:47,0:38:12,0:25:16,0:05:46,2:32:22,2:32:22
23396,03247,1:12:41,0:39:46,0:24:40,0:04:00,2:32:25,2:32:25
21155,03248,1:10:44,0:40:46,0:23:58,0:04:55,2:32:27,2:32:27
23473,03249,1:08:53,0:38:33,0:27:16,0:05:38,2:32:33,2:32:33
20752,03250,1:14:13,0:39:11,0:22:53,0:04:03,2:32:35,2:32:35
23265,03251,1:09:05,0:39:54,0:25:53,0:05:28,2:32:36,2:32:36
23228,03252,1:09:30,0:40:40,0:25:16,0:05:04,2:32:40,2:32:40
20588,03253,1:02:10,0:40:20,0:31:27,0:06:39,2:32:46,2:32:46
21091,03254,1:12:29,0:43:17,0:22:08,0:03:49,2:32:51,2:32:51
21072,03255,1:12:30,0:43:16,0:22:08,0:03:49,2:32:51,2:32:51
20701,03256,1:11:38,0:39:38,0:25:19,0:05:08,2:32:55,2:32:55
23395,03257,1:08:48,0:41:02,0:26:08,0:05:19,2:32:55,2:32:55
20525,03258,1:14:02,0:41:40,0:20:28,0:04:03,2:33:05,2:33:05
23252,03259,1:13:56,0:38:44,0:24:04,0:04:39,2:33:12,2:33:12
23555,03260,1:10:23,0:41:27,0:24:56,0:04:53,2:33:17,2:33:17
20439,03261,1:03:38,0:43:21,0:29:17,0:05:15,2:33:18,2:33:18
21628,03262,1:10:23,0:41:26,0:24:57,0:04:52,2:33:19,2:33:19
20332,03263,1:09:44,0:41:45,0:25:19,0:04:33,2:33:26,2:33:26
23152,03264,1:08:20,0:40:30,0:27:32,0:05:20,2:33:30,2:33:30
21029,03265,1:11:04,0:40:15,0:25:41,0:05:00,2:33:30,2:33:30
20537,03266,1:08:37,0:43:31,0:25:12,0:04:34,2:33:31,2:33:31
23388,03267,1:18:34,0:40:12,0:26:15,0:05:15,2:33:43,2:33:43
21021,03268,1:06:28,0:41:18,0:28:34,0:05:54,2:33:46,2:33:46
21027,03269,1:07:30,0:40:40,0:27:09,0:06:27,2:33:50,2:33:50
23554,03270,1:10:02,0:41:54,0:25:58,0:05:00,2:33:50,2:33:50
20196,03271,1:11:28,0:40:56,0:25:01,0:04:56,2:34:09,2:34:09
21362,03272,1:09:27,0:40:31,0:26:55,0:05:02,2:34:11,2:34:11
20029,03273,1:11:26,0:40:59,0:25:02,0:04:56,2:34:12,2:34:12
23244,03274,1:11:25,0:41:00,0:25:03,0:04:52,2:34:13,2:34:13
20072,03275,1:11:25,0:40:59,0:25:02,0:04:54,2:34:14,2:34:14
23400,03276,1:09:27,0:40:25,0:27:04,0:04:59,2:34:14,2:34:14
21310,03277,1:13:05,0:40:31,0:24:07,0:04:24,2:34:14,2:34:14
23377,03278,1:13:06,0:40:30,0:24:08,0:04:23,2:34:14,2:34:14
21157,03279,1:11:41,0:40:04,0:25:22,0:05:13,2:34:15,2:34:15
23159,03280,1:12:22,0:40:57,0:24:28,0:04:45,2:34:15,2:34:15
23110,03281,1:11:44,0:40:24,0:24:57,0:04:54,2:34:17,2:34:17
23304,03282,1:09:41,0:41:15,0:27:45,0:04:54,2:34:20,2:34:20
20842,03283,1:09:04,0:42:03,0:26:42,0:05:12,2:34:22,2:34:22
21110,03284,1:09:04,0:41:58,0:26:42,0:05:17,2:34:22,2:34:22
23087,03285,,,0:21:09,0:04:14,2:34:23,2:34:23
20979,03286,1:12:02,0:42:20,0:23:36,0:04:54,2:34:46,2:34:46
22345,03287,1:13:23,0:39:19,0:27:05,0:04:20,2:34:51,2:34:51
23519,03288,1:13:11,0:40:31,0:24:08,0:04:38,2:34:53,2:34:53
20594,03289,1:11:51,0:42:48,0:23:59,0:05:18,2:35:06,2:35:06
21328,03290,1:11:39,0:42:01,0:25:32,0:05:05,2:35:18,2:35:18
20736,03291,1:13:18,0:39:15,0:27:08,0:04:26,2:35:27,2:35:27
21327,03292,1:13:51,0:40:57,0:24:02,0:04:36,2:35:28,2:35:28
23129,03293,1:13:17,0:39:24,0:27:05,0:04:19,2:35:29,2:35:29
21548,03294,1:12:45,0:40:13,0:24:36,0:05:01,2:35:32,2:35:32
23021,03295,1:09:31,0:41:50,0:26:37,0:05:34,2:35:37,2:35:37
21821,03296,1:15:54,0:39:25,0:22:51,0:04:46,2:35:38,2:35:38
21105,03297,1:10:51,0:40:50,0:26:25,0:05:18,2:35:40,2:35:40
20780,03298,1:08:17,0:41:36,0:27:50,0:05:45,2:35:43,2:35:43
21032,03299,1:08:14,0:43:07,0:27:12,0:05:27,2:35:45,2:35:45
21393,03300,1:19:46,0:36:43,0:23:00,0:04:19,2:35:48,2:35:48
21430,03301,1:14:30,0:41:26,0:23:16,0:04:30,2:35:54,2:35:54
21849,03302,1:14:29,0:41:27,0:23:16,0:04:30,2:35:54,2:35:54
20492,03303,1:10:01,0:41:22,0:27:17,0:05:17,2:35:57,2:35:57
20285,03304,1:12:17,0:41:25,0:25:56,0:05:41,2:35:59,2:35:59
21482,03305,1:12:59,0:38:31,0:26:03,0:05:37,2:36:01,2:36:01
21819,03306,1:15:54,0:39:25,0:22:52,0:04:52,2:36:01,2:36:01
20970,03307,1:07:02,0:44:32,0:27:11,0:05:02,2:36:03,2:36:03
20392,03308,1:17:04,0:37:18,0:25:31,0:04:29,2:36:04,2:36:04
23540,03309,1:12:59,0:41:40,0:24:53,0:05:20,2:36:04,2:36:04
20635,03310,1:10:37,0:42:28,0:27:14,0:05:08,2:36:05,2:36:05
23170,03311,1:10:37,0:42:27,0:27:06,0:05:14,2:36:05,2:36:05
23476,03312,1:10:27,0:42:11,0:27:02,0:05:34,2:36:07,2:36:07
20756,03313,1:14:23,0:39:41,0:24:38,0:05:07,2:36:14,2:36:14
23481,03314,1:14:00,0:40:42,0:24:43,0:04:42,2:36:25,2:36:25
23075,03315,1:14:03,0:40:41,0:24:44,0:04:40,2:36:26,2:36:26
23286,03316,1:14:02,0:40:42,0:24:44,0:04:39,2:36:26,2:36:26
20302,03317,1:12:54,0:42:00,0:25:31,0:05:50,2:36:33,2:36:33
21149,03318,1:12:08,0:42:26,0:25:22,0:04:41,2:36:48,2:36:48
23369,03319,1:13:18,0:39:22,0:27:39,0:04:41,2:36:56,2:36:56
20894,03320,,,0:22:06,0:04:13,2:36:58,2:36:58
20622,03321,1:08:08,0:43:42,0:28:31,0:05:18,2:36:58,2:36:58
23505,03322,1:06:27,0:44:22,0:28:09,0:05:57,2:36:59,2:36:59
21494,03323,1:05:19,0:43:54,0:30:52,0:06:16,2:37:11,2:37:11
21645,03324,1:08:25,0:40:51,0:29:54,0:05:57,2:37:17,2:37:17
21825,03325,1:11:49,0:42:32,0:25:45,0:05:16,2:37:19,2:37:19
20487,03326,1:03:32,0:46:58,0:31:32,0:04:48,2:37:19,2:37:19
23416,03327,1:12:39,0:41:35,0:25:41,0:04:57,2:37:22,2:37:22
23342,03328,1:12:40,0:41:34,0:25:42,0:04:55,2:37:22,2:37:22
23455,03329,1:11:09,0:41:03,0:28:32,0:05:07,2:37:27,2:37:27
20490,03330,1:12:34,0:41:37,0:26:40,0:04:40,2:37:28,2:37:28
21045,03331,1:14:35,0:41:10,0:24:38,0:05:02,2:37:29,2:37:29
23061,03332,1:14:35,0:41:10,0:24:38,0:05:01,2:37:32,2:37:32
21142,03333,1:01:51,0:41:07,0:31:41,0:11:09,2:37:47,2:37:47
20950,03334,1:11:12,0:42:12,0:27:18,0:05:26,2:37:50,2:37:50
21847,03335,1:08:42,0:44:01,0:27:32,0:06:00,2:38:00,2:38:00
21360,03336,1:06:37,0:41:41,0:31:32,0:06:23,2:38:05,2:38:05
23333,03337,1:21:50,0:39:23,0:28:10,0:04:58,2:38:07,2:38:07
21342,03338,1:14:26,0:41:56,0:25:03,0:05:17,2:38:09,2:38:09
23107,03339,1:12:34,0:41:38,0:26:41,0:04:41,2:38:18,2:38:18
20788,03340,1:06:17,0:48:26,0:26:58,0:05:38,2:38:31,2:38:31
21379,03341,1:16:34,0:39:27,0:24:34,0:05:13,2:38:32,2:38:32
20180,03342,1:16:34,0:39:26,0:24:36,0:05:12,2:38:38,2:38:38
21356,03343,1:08:38,0:43:17,0:29:00,0:05:37,2:38:39,2:38:39
20790,03344,1:10:57,0:41:18,0:26:36,0:06:19,2:38:43,2:38:43
21489,03345,1:18:19,0:40:09,0:23:22,0:04:38,2:38:44,2:38:44
23454,03346,1:10:47,0:43:38,0:27:23,0:04:56,2:38:44,2:38:44
20888,03347,1:17:05,0:41:20,0:24:20,0:04:38,2:38:55,2:38:55
20121,03348,1:12:34,0:41:40,0:26:41,0:04:56,2:39:00,2:39:00
23380,03349,1:07:52,0:45:22,0:29:03,0:05:52,2:39:03,2:39:03
20110,03350,0:51:18,1:13:18,0:20:34,0:04:40,2:39:06,2:39:06
21150,03351,1:12:08,0:42:27,0:26:12,0:05:42,2:39:21,2:39:21
21895,03352,1:12:05,0:42:54,0:26:47,0:05:20,2:39:23,2:39:23
21364,03353,1:06:08,0:45:47,0:30:07,0:05:40,2:39:25,2:39:25
20256,03354,1:02:28,0:41:24,0:35:41,0:07:06,2:39:32,2:39:32
20632,03355,1:13:25,0:43:50,0:26:18,0:05:04,2:39:50,2:39:50
20593,03356,1:13:25,0:43:50,0:26:18,0:05:03,2:39:50,2:39:50
21461,03357,1:11:30,0:43:21,0:27:38,0:05:29,2:40:27,2:40:27
23280,03358,1:14:22,0:40:41,0:27:28,0:05:46,2:40:32,2:40:32
23210,03359,1:12:09,0:43:20,0:27:51,0:05:55,2:40:44,2:40:44
21517,03360,1:09:32,0:44:47,0:28:55,0:05:35,2:40:58,2:40:58
23197,03361,0:58:49,1:05:38,0:20:53,0:05:04,2:41:06,2:41:06
20535,03362,1:07:40,0:42:57,0:30:00,0:07:20,2:41:13,2:41:13
21470,03363,1:10:01,0:44:25,0:28:36,0:05:27,2:41:14,2:41:14
21675,03364,1:15:56,0:42:23,0:25:26,0:05:05,2:41:27,2:41:27
23241,03365,1:14:17,0:42:14,0:26:48,0:05:31,2:41:30,2:41:30
20942,03366,1:07:25,0:47:15,0:31:08,0:04:29,2:41:31,2:41:31
21676,03367,1:15:56,0:42:24,0:25:41,0:04:57,2:41:33,2:41:33
23617,03368,1:11:16,0:42:14,0:29:32,0:07:28,2:41:34,2:41:34
23044,03369,1:16:11,0:41:59,0:25:59,0:05:05,2:41:35,2:41:35
21598,03370,1:14:31,0:43:37,0:27:02,0:05:12,2:41:37,2:41:37
20454,03371,1:15:08,0:43:08,0:26:48,0:04:38,2:41:41,2:41:41
23126,03372,1:10:45,0:48:14,0:27:11,0:04:49,2:41:43,2:41:43
21677,03373,1:15:55,0:42:25,0:25:41,0:04:58,2:41:53,2:41:53
20306,03374,1:13:59,0:42:51,0:27:37,0:05:33,2:41:55,2:41:55
21006,03375,1:18:29,0:41:15,0:24:33,0:04:37,2:41:58,2:41:58
23424,03376,1:10:58,0:45:49,0:28:40,0:05:14,2:42:09,2:42:09
21480,03377,1:16:18,0:42:02,0:25:45,0:05:08,2:42:21,2:42:21
20947,03378,1:05:59,0:46:53,0:30:52,0:06:28,2:42:27,2:42:27
21052,03379,1:14:37,0:42:18,0:28:18,0:05:13,2:42:29,2:42:29
21462,03380,1:16:55,0:42:28,0:25:31,0:04:57,2:42:32,2:42:32
21539,03381,1:15:07,0:46:39,0:23:57,0:04:41,2:42:33,2:42:33
23522,03382,1:11:35,0:45:12,0:28:31,0:05:11,2:42:37,2:42:37
20911,03383,1:13:32,0:43:09,0:28:01,0:05:32,2:42:44,2:42:44
20345,03384,1:13:36,0:41:37,0:30:05,0:05:12,2:42:45,2:42:45
20910,03385,1:13:36,0:41:37,0:30:02,0:05:14,2:42:47,2:42:47
20341,03386,1:13:38,0:41:39,0:30:01,0:05:14,2:42:47,2:42:47
21070,03387,1:11:51,0:43:55,0:28:52,0:06:04,2:42:53,2:42:53
21661,03388,1:10:09,0:43:03,0:27:55,0:08:28,2:42:58,2:42:58
23231,03389,1:20:53,0:40:17,0:24:43,0:04:53,2:43:00,2:43:00
21662,03390,,1:54:13,0:27:59,0:08:24,2:43:20,2:43:20
20869,03391,1:16:35,0:44:05,0:25:08,0:05:24,2:43:23,2:43:23
21146,03392,1:15:24,0:44:57,0:26:22,0:05:09,2:43:36,2:43:36
20924,03393,1:14:04,0:40:53,0:29:35,0:06:33,2:43:38,2:43:38
20985,03394,1:13:44,0:42:16,0:30:55,0:05:03,2:43:44,2:43:44
20098,03395,1:14:50,0:44:29,0:27:25,0:05:06,2:43:50,2:43:50
