Bib,ID,11.1k,16.6k,20k,20.7k,Chip Time,Finish Time
20658,02063,0:53:22,0:31:12,0:18:39,0:03:44,1:55:59,1:55:59
23213,02064,0:53:25,0:30:26,0:19:12,0:03:53,1:56:04,1:56:04
20244,02065,0:54:28,0:30:32,0:18:54,0:03:37,1:56:04,1:56:04
21501,02066,,,,1:47:35,1:56:05,1:56:05
20647,02067,0:54:04,0:30:08,0:18:56,0:03:48,1:56:06,1:56:06
23191,02068,0:54:27,0:30:31,0:18:56,0:03:38,1:56:06,1:56:06
20018,02069,0:54:30,0:30:25,0:18:30,0:03:40,1:56:07,1:56:07
21522,02070,0:55:29,0:30:51,0:17:29,0:03:31,1:56:08,1:56:08
20759,02071,0:54:27,0:30:31,0:18:55,0:03:38,1:56:08,1:56:08
21370,02072,0:54:23,0:30:57,0:18:20,0:03:30,1:56:10,1:56:10
23098,02073,0:53:24,0:30:26,0:19:13,0:03:52,1:56:10,1:56:10
21615,02074,0:54:07,0:30:31,0:18:42,0:03:41,1:56:11,1:56:11
20563,02075,0:54:21,0:30:38,0:18:28,0:03:27,1:56:13,1:56:13
20094,02076,0:52:47,0:30:41,0:19:33,0:03:56,1:56:15,1:56:15
21374,02077,0:54:30,0:30:18,0:18:41,0:03:40,1:56:17,1:56:17
20461,02078,0:55:55,0:30:37,0:17:23,0:03:15,1:56:18,1:56:18
20055,02079,0:55:45,0:31:31,0:16:28,0:03:09,1:56:20,1:56:20
20690,02080,0:55:26,0:30:37,0:17:55,0:03:25,1:56:23,1:56:23
20381,02081,0:55:37,0:29:56,0:17:53,0:03:28,1:56:25,1:56:25
20583,02082,0:55:03,0:30:26,0:18:32,0:03:40,1:56:25,1:56:25
20671,02083,0:56:10,0:29:50,0:16:59,0:03:22,1:56:29,1:56:29
20850,02084,0:50:28,0:34:31,0:19:38,0:03:27,1:56:29,1:56:29
21217,02085,0:53:13,0:30:18,0:18:49,0:03:55,1:56:29,1:56:29
21076,02086,0:54:09,0:30:55,0:19:00,0:03:36,1:56:34,1:56:34
20566,02087,0:56:07,0:30:09,0:17:55,0:03:21,1:56:34,1:56:34
20517,02088,0:54:26,0:30:29,0:18:49,0:03:31,1:56:35,1:56:35
23508,02089,0:54:13,0:30:37,0:18:49,0:03:38,1:56:36,1:56:36
20074,02090,0:54:57,0:29:56,0:18:39,0:03:47,1:56:36,1:56:36
20502,02091,0:54:00,0:30:52,0:18:48,0:03:42,1:56:38,1:56:38
21365,02092,0:52:58,0:30:43,0:20:27,0:03:46,1:56:38,1:56:38
21734,02093,0:54:19,0:30:39,0:18:48,0:03:40,1:56:38,1:56:38
20868,02094,0:54:56,0:29:57,0:18:39,0:03:47,1:56:39,1:56:39
23293,02095,0:55:39,0:30:01,0:18:09,0:03:29,1:56:39,1:56:39
20642,02096,0:55:39,0:30:00,0:18:09,0:03:30,1:56:39,1:56:39
20112,02097,0:54:26,0:30:37,0:18:22,0:03:43,1:56:40,1:56:40
20532,02098,0:54:49,0:30:39,0:18:10,0:03:41,1:56:41,1:56:41
21761,02099,0:53:10,0:31:01,0:19:34,0:03:57,1:56:42,1:56:42
23596,02100,0:54:41,0:30:06,0:18:34,0:03:41,1:56:43,1:56:43
20297,02101,0:54:42,0:30:06,0:18:33,0:03:42,1:56:43,1:56:43
20405,02102,0:54:45,0:30:05,0:18:34,0:03:42,1:56:43,1:56:43
20999,02103,0:53:43,0:30:19,0:19:18,0:03:53,1:56:43,1:56:43
20652,02104,0:53:16,0:30:28,0:19:43,0:04:00,1:56:43,1:56:43
21138,02105,0:54:28,0:30:27,0:18:40,0:03:42,1:56:45,1:56:45
20214,02106,0:54:28,0:30:49,0:18:35,0:03:38,1:56:45,1:56:45
21562,02107,0:53:37,0:30:55,0:19:17,0:03:48,1:56:45,1:56:45
21330,02108,0:53:16,0:31:06,0:19:45,0:03:51,1:56:46,1:56:46
21340,02109,0:54:58,0:30:31,0:18:15,0:03:37,1:56:47,1:56:47
21822,02110,0:55:00,0:30:29,0:18:47,0:03:44,1:56:48,1:56:48
20066,02111,1:02:40,0:26:17,0:15:43,0:03:12,1:56:49,1:56:49
21282,02112,0:55:21,0:31:15,0:18:00,0:03:07,1:56:49,1:56:49
21605,02113,0:52:18,0:31:32,0:19:53,0:04:01,1:56:51,1:56:51
21801,02114,0:53:28,0:31:54,0:18:42,0:03:51,1:56:52,1:56:52
20709,02115,0:53:37,0:31:02,0:19:22,0:03:54,1:56:52,1:56:52
21056,02116,0:54:44,0:30:59,0:18:23,0:03:39,1:56:56,1:56:56
20096,02117,1:01:26,0:30:36,0:18:41,0:03:36,1:56:57,1:56:57
20739,02118,0:53:47,0:30:21,0:19:35,0:03:41,1:56:57,1:56:57
21777,02119,0:53:22,0:31:05,0:19:30,0:03:51,1:56:58,1:56:58
20398,02120,0:55:27,0:30:40,0:18:04,0:03:20,1:56:58,1:56:58
23447,02121,0:55:05,0:30:37,0:18:29,0:03:34,1:56:58,1:56:58
20252,02122,0:54:30,0:30:39,0:18:47,0:03:40,1:56:58,1:56:58
21062,02123,0:55:03,0:30:40,0:18:29,0:03:34,1:56:58,1:56:58
20871,02124,0:55:58,0:29:53,0:17:33,0:03:38,1:57:00,1:57:00
20468,02125,0:54:39,0:30:56,0:18:46,0:03:35,1:57:00,1:57:00
21279,02126,0:55:13,0:30:47,0:18:42,0:03:21,1:57:00,1:57:00
21685,02127,0:51:45,0:32:35,0:18:57,0:04:05,1:57:00,1:57:00
20037,02128,0:55:08,0:30:06,0:18:37,0:03:43,1:57:04,1:57:04
21429,02129,0:55:03,0:29:52,0:19:04,0:03:37,1:57:06,1:57:06
21610,02130,0:54:18,0:30:38,0:19:04,0:03:37,1:57:06,1:57:06
20549,02131,1:00:05,0:31:15,0:18:58,0:03:52,1:57:07,1:57:07
23533,02132,0:53:40,0:31:06,0:19:17,0:03:47,1:57:07,1:57:07
20406,02133,0:54:35,0:30:55,0:18:40,0:03:37,1:57:10,1:57:10
20858,02134,0:54:54,0:30:46,0:18:39,0:03:28,1:57:13,1:57:13
21457,02135,0:55:53,0:30:07,0:18:10,0:03:38,1:57:13,1:57:13
20570,02136,0:54:44,0:31:03,0:18:42,0:03:37,1:57:13,1:57:13
20205,02137,0:49:23,0:30:19,0:23:38,0:04:49,1:57:15,1:57:15
21159,02138,0:55:20,0:30:55,0:18:36,0:03:28,1:57:16,1:57:16
20243,02139,0:55:00,0:30:59,0:18:27,0:03:29,1:57:16,1:57:16
20776,02140,0:54:02,0:30:50,0:19:21,0:03:34,1:57:17,1:57:17
20169,02141,0:54:56,0:31:11,0:18:29,,1:57:17,1:57:17
23607,02142,0:55:19,0:30:36,0:18:37,0:03:36,1:57:18,1:57:18
20376,02143,0:54:31,0:30:46,0:19:07,0:03:46,1:57:19,1:57:19
20141,02144,0:55:27,0:30:37,0:18:30,0:03:35,1:57:20,1:57:20
21697,02145,0:54:46,0:30:46,0:18:44,0:03:38,1:57:21,1:57:21
21204,02146,0:54:14,0:30:22,0:19:06,0:04:07,1:57:21,1:57:21
21693,02147,0:53:20,0:32:12,0:19:33,0:03:45,1:57:21,1:57:21
21672,02148,0:55:29,0:30:43,0:18:20,0:03:35,1:57:22,1:57:22
20744,02149,0:54:57,0:30:47,0:18:44,0:03:39,1:57:23,1:57:23
20190,02150,0:54:57,0:30:46,0:18:44,0:03:39,1:57:23,1:57:23
21020,02151,0:54:36,0:30:26,0:19:10,0:03:48,1:57:28,1:57:28
21211,02152,0:54:09,0:31:00,0:19:03,0:02:53,1:57:29,1:57:29
23592,02153,0:54:07,0:31:08,0:19:23,0:03:37,1:57:29,1:57:29
20548,02154,0:55:00,0:30:51,0:18:38,0:03:40,1:57:31,1:57:31
21010,02155,0:56:01,0:29:53,0:18:25,0:03:48,1:57:32,1:57:32
23225,02156,0:55:56,0:30:53,0:18:08,0:03:40,1:57:35,1:57:35
20877,02157,0:55:27,0:30:56,0:18:35,0:03:40,1:57:35,1:57:35
23246,02158,0:55:27,0:30:42,0:18:12,0:03:36,1:57:35,1:57:35
20220,02159,0:54:59,0:30:36,0:18:47,0:03:28,1:57:36,1:57:36
23397,02160,0:55:26,0:30:32,0:18:47,0:03:43,1:57:37,1:57:37
21164,02161,0:55:00,0:30:58,0:18:34,0:03:28,1:57:39,1:57:39
21596,02162,0:55:32,0:30:57,0:18:50,0:03:11,1:57:44,1:57:44
23065,02163,0:53:18,0:33:48,0:18:08,0:03:27,1:57:44,1:57:44
20753,02164,0:55:04,0:30:56,0:18:25,0:03:32,1:57:47,1:57:47
20878,02165,0:55:28,0:30:56,0:18:40,0:03:38,1:57:47,1:57:47
21853,02166,0:53:41,0:31:30,0:19:31,0:03:45,1:57:47,1:57:47
20463,02167,0:55:07,0:31:35,0:18:22,0:03:29,1:57:47,1:57:47
21003,02168,0:53:42,0:31:29,0:19:31,0:03:46,1:57:48,1:57:48
20825,02169,0:55:00,0:30:55,0:18:40,0:03:37,1:57:49,1:57:49
21576,02170,0:54:47,0:31:09,0:18:50,0:03:45,1:57:49,1:57:49
21705,02171,0:55:32,0:30:24,0:18:17,0:03:33,1:57:49,1:57:49
21874,02172,0:54:52,0:31:31,0:19:04,0:03:47,1:57:49,1:57:49
20271,02173,0:54:13,0:31:23,0:19:44,0:03:52,1:57:50,1:57:50
20032,02174,0:53:19,0:33:47,0:18:08,0:03:26,1:57:51,1:57:51
20740,02175,0:55:39,0:30:56,0:18:20,0:03:30,1:57:54,1:57:54
21773,02176,0:55:30,0:30:23,0:18:54,0:03:45,1:57:54,1:57:54
20579,02177,0:55:35,0:30:56,0:18:36,0:03:33,1:57:56,1:57:56
23597,02178,0:52:19,0:32:26,0:20:23,0:04:10,1:57:58,1:57:58
20676,02179,0:57:54,0:30:31,0:17:25,0:03:10,1:57:58,1:57:58
20022,02180,0:55:07,0:31:12,0:18:48,0:03:35,1:58:02,1:58:02
20919,02181,0:51:31,0:32:25,0:20:23,0:04:21,1:58:02,1:58:02
20481,02182,0:56:13,0:30:49,0:18:26,0:03:30,1:58:03,1:58:03
20791,02183,0:56:21,0:30:59,0:18:12,0:03:30,1:58:03,1:58:03
21547,02184,0:55:38,0:31:19,0:18:49,0:03:41,1:58:04,1:58:04
20323,02185,0:54:57,0:31:06,0:19:16,0:03:46,1:58:05,1:58:05
20757,02186,0:54:20,0:31:28,0:19:31,0:03:43,1:58:06,1:58:06
21153,02187,0:54:33,0:30:43,0:19:01,0:03:37,1:58:07,1:58:07
21612,02188,0:54:39,0:30:40,0:19:39,0:03:44,1:58:08,1:58:08
21093,02189,0:54:39,0:30:12,0:20:07,0:03:44,1:58:10,1:58:10
23178,02190,0:54:37,0:31:21,0:19:04,0:03:45,1:58:10,1:58:10
20284,02191,0:53:24,0:31:13,0:20:08,0:03:56,1:58:11,1:58:11
23033,02192,0:54:35,0:31:27,0:19:02,0:03:43,1:58:12,1:58:12
21172,02193,0:55:35,0:30:42,0:18:49,0:03:54,1:58:12,1:58:12
20188,02194,0:55:31,0:31:15,0:18:41,0:03:29,1:58:12,1:58:12
21397,02195,0:55:06,0:30:45,0:18:46,0:03:37,1:58:12,1:58:12
20087,02196,0:55:30,0:30:23,0:18:54,0:03:54,1:58:13,1:58:13
20767,02197,0:56:26,0:31:19,0:18:24,0:03:00,1:58:13,1:58:13
20281,02198,0:56:15,0:30:15,0:18:32,0:03:36,1:58:13,1:58:13
20802,02199,0:56:33,0:30:30,0:18:07,0:03:57,1:58:16,1:58:16
21616,02200,0:55:49,0:30:57,0:18:46,0:03:30,1:58:17,1:58:17
20775,02201,0:54:44,0:31:23,0:19:39,0:03:19,1:58:17,1:58:17
20695,02202,0:56:51,0:31:12,0:18:05,0:03:24,1:58:18,1:58:18
20552,02203,0:55:21,0:30:51,0:19:21,0:03:50,1:58:19,1:58:19
23605,02204,0:55:34,0:30:59,0:18:45,0:03:40,1:58:20,1:58:20
20245,02205,0:57:20,0:30:13,0:17:22,0:03:23,1:58:23,1:58:23
21815,02206,0:56:52,0:30:31,0:18:17,0:03:33,1:58:23,1:58:23
20241,02207,0:54:31,0:31:15,0:19:40,0:03:59,1:58:23,1:58:23
23609,02208,0:55:36,0:30:56,0:19:00,0:03:34,1:58:25,1:58:25
21798,02209,0:54:51,0:31:18,0:19:23,0:03:42,1:58:26,1:58:26
20779,02210,0:54:17,0:31:32,0:19:15,0:03:53,1:58:27,1:58:27
23239,02211,0:55:21,0:31:15,0:18:46,0:03:39,1:58:27,1:58:27
23526,02212,0:55:32,0:30:59,0:18:51,0:03:39,1:58:28,1:58:28
20923,02213,0:56:59,0:29:54,0:18:16,0:03:35,1:58:29,1:58:29
20794,02214,0:56:01,0:31:09,0:18:37,0:03:33,1:58:29,1:58:29
20360,02215,0:57:17,0:29:53,0:18:16,0:03:35,1:58:30,1:58:30
23184,02216,0:56:10,0:30:52,0:18:21,0:03:38,1:58:31,1:58:31
23151,02217,0:55:39,0:31:07,0:18:35,0:03:33,1:58:31,1:58:31
21631,02218,0:55:58,0:30:47,0:19:18,0:03:47,1:58:33,1:58:33
21601,02219,0:56:52,0:30:31,0:18:17,0:03:34,1:58:33,1:58:33
23593,02220,0:57:21,0:30:03,0:18:17,0:03:31,1:58:34,1:58:34
21209,02221,0:55:22,0:31:35,0:18:47,0:03:34,1:58:35,1:58:35
20447,02222,0:53:56,0:31:49,0:19:47,0:03:51,1:58:36,1:58:36
21453,02223,0:54:36,0:30:45,0:19:48,0:04:13,1:58:37,1:58:37
23137,02224,0:55:39,0:31:31,0:18:26,0:03:37,1:58:37,1:58:37
23155,02225,0:55:15,0:30:55,0:18:47,0:03:45,1:58:38,1:58:38
21245,02226,0:55:20,0:31:55,0:19:09,0:03:31,1:58:38,1:58:38
23138,02227,0:55:39,0:31:31,0:18:26,0:03:37,1:58:38,1:58:38
21799,02228,0:54:56,0:31:16,0:19:25,0:03:43,1:58:38,1:58:38
20023,02229,0:55:10,0:31:14,0:19:15,0:03:44,1:58:41,1:58:41
21322,02230,0:55:18,0:31:04,0:19:01,0:03:44,1:58:41,1:58:41
20442,02231,0:55:21,0:30:37,0:18:53,0:03:42,1:58:41,1:58:41
23022,02232,0:55:13,0:31:14,0:19:15,0:03:45,1:58:42,1:58:42
21347,02233,0:58:30,0:30:03,0:17:14,0:03:22,1:58:42,1:58:42
21617,02234,0:56:52,0:29:45,0:18:16,0:03:44,1:58:43,1:58:43
20810,02235,0:56:41,0:30:55,0:18:34,0:03:46,1:58:43,1:58:43
23112,02236,0:55:27,0:31:27,0:18:58,0:03:36,1:58:43,1:58:43
21679,02237,0:55:24,0:30:42,0:19:20,0:04:16,1:58:44,1:58:44
20400,02238,0:56:42,0:30:14,0:18:59,0:03:44,1:58:44,1:58:44
20784,02239,0:55:12,0:31:11,0:18:54,0:03:46,1:58:44,1:58:44
21256,02240,0:55:25,0:30:42,0:19:21,0:04:17,1:58:44,1:58:44
20520,02241,0:55:24,0:30:40,0:19:23,0:04:16,1:58:44,1:58:44
23254,02242,0:55:13,0:31:14,0:19:15,0:03:45,1:58:45,1:58:45
20409,02243,0:55:54,0:31:24,0:18:19,0:03:31,1:58:45,1:58:45
23234,02244,0:54:55,0:31:22,0:19:11,0:03:52,1:58:46,1:58:46
23218,02245,0:55:40,0:31:08,0:18:41,0:03:43,1:58:49,1:58:49
21184,02246,0:55:42,0:30:48,0:18:48,0:03:44,1:58:49,1:58:49
20615,02247,0:55:37,0:31:22,0:18:32,0:03:28,1:58:50,1:58:50
20861,02248,0:56:33,0:31:04,0:18:34,0:03:34,1:58:51,1:58:51
21619,02249,0:55:35,0:31:09,0:19:13,0:03:39,1:58:52,1:58:52
20901,02250,0:57:02,0:30:36,0:18:20,0:03:34,1:58:52,1:58:52
20219,02251,0:56:00,0:30:52,0:18:46,0:03:44,1:58:54,1:58:54
20876,02252,0:57:45,0:29:45,0:17:31,0:03:27,1:58:55,1:58:55
20349,02253,0:53:56,0:32:48,0:19:43,0:03:48,1:58:57,1:58:57
21790,02254,0:55:59,0:30:57,0:18:41,0:03:42,1:59:01,1:59:01
20059,02255,0:56:23,0:30:47,0:19:01,0:03:34,1:59:01,1:59:01
20659,02256,0:56:02,0:31:40,0:19:03,0:03:42,1:59:01,1:59:01
21198,02257,0:55:44,0:31:26,0:18:37,0:03:42,1:59:02,1:59:02
23134,02258,0:56:24,0:30:47,0:19:01,0:03:35,1:59:02,1:59:02
20575,02259,0:55:44,0:31:14,0:19:03,0:03:40,1:59:02,1:59:02
23294,02260,0:54:23,0:31:53,0:19:51,0:03:44,1:59:03,1:59:03
23066,02261,0:56:13,0:32:02,0:18:16,0:03:08,1:59:03,1:59:03
23253,02262,0:56:35,0:31:17,0:18:35,0:03:21,1:59:04,1:59:04
21004,02263,0:56:11,0:30:04,0:18:48,0:03:42,1:59:04,1:59:04
20464,02264,0:55:47,0:31:13,0:18:48,0:03:42,1:59:05,1:59:05
21092,02265,0:54:14,0:32:18,0:19:45,0:04:00,1:59:05,1:59:05
20358,02266,0:54:59,0:31:10,0:19:10,0:03:49,1:59:06,1:59:06
21437,02267,0:56:14,0:30:07,0:18:42,0:03:45,1:59:06,1:59:06
23528,02268,0:55:36,0:31:21,0:18:49,0:03:32,1:59:08,1:59:08
20832,02269,0:55:30,0:30:58,0:19:44,0:03:52,1:59:08,1:59:08
20515,02270,0:56:07,0:31:26,0:18:46,0:03:40,1:59:12,1:59:12
21744,02271,0:55:48,0:31:34,0:18:46,0:03:28,1:59:13,1:59:13
21232,02272,0:55:20,0:31:23,0:19:33,0:03:57,1:59:15,1:59:15
20498,02273,0:55:06,0:30:54,0:19:56,0:03:55,1:59:15,1:59:15
20672,02274,0:53:33,0:33:52,0:19:19,0:03:27,1:59:16,1:59:16
20296,02275,0:55:33,0:30:02,0:19:39,0:04:04,1:59:18,1:59:18
20993,02276,0:55:14,0:31:03,0:19:03,0:04:09,1:59:19,1:59:19
23227,02277,0:55:38,0:31:20,0:19:10,0:03:40,1:59:20,1:59:20
21729,02278,0:56:48,0:30:43,0:18:42,0:03:39,1:59:22,1:59:22
21066,02279,0:56:32,0:31:17,0:18:51,0:03:45,1:59:24,1:59:24
23501,02280,0:55:47,0:30:39,0:19:22,0:03:57,1:59:25,1:59:25
21765,02281,0:55:15,0:31:00,0:19:28,0:03:54,1:59:25,1:59:25
23053,02282,0:55:13,0:32:00,0:18:59,0:03:44,1:59:26,1:59:26
23226,02283,0:55:44,0:31:33,0:19:01,0:03:41,1:59:28,1:59:28
23207,02284,0:56:32,0:30:27,0:18:23,0:03:42,1:59:28,1:59:28
20090,02285,0:56:24,0:31:15,0:18:43,0:03:38,1:59:29,1:59:29
20239,02286,0:56:38,0:31:25,0:18:24,0:03:41,1:59:29,1:59:29
20817,02287,0:54:51,0:31:52,0:19:26,0:04:01,1:59:30,1:59:30
23524,02288,0:55:28,0:31:39,0:19:21,0:03:49,1:59:30,1:59:30
21882,02289,0:55:11,0:31:30,0:18:52,0:03:48,1:59:31,1:59:31
23130,02290,0:56:34,0:31:18,0:18:44,0:03:32,1:59:31,1:59:31
20395,02291,,,,0:06:06,1:59:31,1:59:31
20961,02292,0:58:15,0:29:44,0:18:08,0:03:35,1:59:33,1:59:33
21554,02293,0:57:47,0:31:18,0:18:36,0:03:45,1:59:33,1:59:33
20724,02294,0:55:30,0:31:27,0:19:16,0:03:43,1:59:35,1:59:35
21218,02295,0:54:39,0:31:14,0:20:51,0:03:47,1:59:37,1:59:37
20131,02296,0:55:54,0:31:53,0:19:32,0:03:52,1:59:44,1:59:44
20343,02297,0:56:38,0:30:31,0:19:22,0:04:00,1:59:45,1:59:45
20818,02298,0:56:47,0:31:37,0:18:39,0:03:32,1:59:46,1:59:46
20391,02299,0:56:41,0:31:53,0:18:35,0:03:40,1:59:46,1:59:46
23192,02300,0:56:05,0:31:35,0:19:03,0:03:39,1:59:47,1:59:47
23160,02301,0:56:07,0:31:12,0:19:14,0:03:51,1:59:48,1:59:48
20991,02302,0:55:46,0:31:07,0:19:18,0:04:12,1:59:48,1:59:48
21354,02303,0:55:39,0:31:51,0:19:28,0:03:58,1:59:49,1:59:49
20293,02304,0:55:56,0:31:59,0:19:02,0:03:38,1:59:51,1:59:51
20610,02305,0:56:07,0:31:12,0:19:15,0:03:51,1:59:52,1:59:52
21275,02306,0:56:10,0:31:59,0:19:19,0:03:41,1:59:54,1:59:54
20501,02307,0:56:01,0:31:24,0:19:20,0:03:51,1:59:55,1:59:55
20544,02308,0:57:01,0:31:31,0:18:46,0:03:24,1:59:59,1:59:59
20974,02309,0:57:42,0:30:11,0:18:22,0:03:31,1:59:59,1:59:59
21219,02310,0:56:18,0:31:17,0:19:04,0:03:41,1:59:59,1:59:59
21654,02311,0:54:39,0:32:51,0:20:11,0:03:49,2:00:01,2:00:01
23141,02312,0:55:52,0:31:53,0:18:51,0:03:44,2:00:01,2:00:01
21233,02313,0:53:53,0:32:59,0:19:34,0:04:00,2:00:02,2:00:02
21361,02314,0:54:25,0:33:13,0:19:50,0:03:52,2:00:02,2:00:02
20451,02315,0:56:29,0:31:15,0:19:08,0:03:40,2:00:02,2:00:02
20171,02316,0:56:43,0:31:16,0:19:31,0:03:35,2:00:03,2:00:03
20211,02317,0:56:43,0:31:13,0:19:33,0:03:36,2:00:04,2:00:04
20847,02318,0:57:44,0:30:24,0:18:21,0:03:46,2:00:04,2:00:04
20298,02319,0:56:04,0:31:44,0:18:51,0:03:43,2:00:07,2:00:07
20303,02320,0:57:32,0:30:50,0:18:19,0:03:36,2:00:11,2:00:11
20831,02321,0:56:07,0:31:44,0:19:12,0:03:25,2:00:11,2:00:11
20261,02322,0:57:03,0:31:24,0:18:42,0:03:26,2:00:13,2:00:13
23527,02323,0:56:52,0:31:05,0:18:48,0:03:38,2:00:13,2:00:13
23492,02324,0:55:45,0:32:07,0:19:42,0:04:09,2:00:13,2:00:13
20503,02325,0:56:37,0:31:25,0:19:26,0:03:32,2:00:16,2:00:16
21019,02326,0:57:51,0:30:28,0:18:13,0:03:28,2:00:24,2:00:24
21812,02327,0:56:51,0:31:20,0:19:11,0:03:34,2:00:26,2:00:26
23233,02328,0:56:45,0:31:32,0:19:03,0:03:38,2:00:28,2:00:28
21613,02329,0:56:45,0:31:31,0:19:00,0:03:41,2:00:29,2:00:29
23102,02330,0:56:45,0:31:32,0:19:00,0:03:43,2:00:29,2:00:29
21653,02331,0:53:18,0:30:02,0:24:07,0:04:02,2:00:31,2:00:31
20319,02332,0:59:03,0:30:20,0:17:39,0:03:16,2:00:33,2:00:33
21826,02333,0:57:10,0:31:01,0:18:52,0:03:44,2:00:33,2:00:33
21160,02334,0:55:21,0:31:26,0:19:45,0:04:01,2:00:33,2:00:33
23616,02335,0:57:18,0:31:50,0:18:39,0:03:34,2:00:39,2:00:39
21131,02336,0:56:28,0:32:03,0:19:14,0:03:45,2:00:39,2:00:39
21568,02337,0:56:06,0:31:45,0:19:14,0:03:44,2:00:40,2:00:40
20997,02338,0:56:45,0:31:32,0:19:03,0:03:51,2:00:46,2:00:46
23198,02339,0:55:34,0:31:11,0:19:29,0:04:24,2:00:54,2:00:54
20321,02340,0:59:03,0:30:18,0:17:43,0:03:19,2:00:55,2:00:55
21271,02341,0:55:33,0:31:12,0:19:26,0:04:26,2:00:55,2:00:55
20558,02342,0:55:00,0:31:28,0:20:04,0:04:11,2:00:56,2:00:56
20912,02343,0:55:44,0:32:04,0:19:38,0:03:48,2:00:57,2:00:57
20443,02344,0:58:48,0:31:13,0:17:51,0:03:18,2:01:00,2:01:00
20494,02345,0:58:40,0:30:56,0:18:12,0:03:26,2:01:00,2:01:00
21382,02346,0:56:16,0:31:39,0:19:54,0:03:54,2:01:10,2:01:10
21207,02347,0:53:29,0:32:58,0:21:19,0:04:19,2:01:12,2:01:12
20482,02348,0:56:06,0:31:57,0:19:47,0:03:56,2:01:12,2:01:12
23582,02349,0:56:40,0:31:40,0:19:47,0:03:34,2:01:12,2:01:12
21749,02350,0:57:55,0:31:37,0:18:47,0:03:35,2:01:13,2:01:13
20737,02351,0:54:40,0:32:12,0:20:29,0:04:19,2:01:14,2:01:14
20931,02352,0:57:24,0:31:00,0:19:33,0:03:52,2:01:15,2:01:15
20954,02353,0:57:56,0:31:58,0:18:44,0:03:32,2:01:17,2:01:17
20338,02354,0:57:35,0:31:16,0:18:55,0:03:19,2:01:18,2:01:18
21025,02355,0:57:57,0:31:41,0:18:41,0:03:34,2:01:18,2:01:18
23415,02356,,1:13:21,0:30:54,0:05:40,2:01:21,2:01:21
20664,02357,0:57:21,0:31:07,0:20:02,0:03:30,2:01:25,2:01:25
21763,02358,0:54:19,0:32:47,0:20:34,0:03:59,2:01:25,2:01:25
20675,02359,0:56:37,0:31:39,0:19:52,0:03:53,2:01:27,2:01:27
20076,02360,,,0:25:54,0:05:05,2:01:29,2:01:29
21588,02361,0:56:01,0:32:41,0:20:21,0:03:29,2:01:32,2:01:32
23509,02362,0:56:01,0:32:41,0:20:20,0:03:31,2:01:33,2:01:33
23073,02363,,,0:25:57,0:05:01,2:01:41,2:01:41
23145,02364,0:55:57,0:31:33,0:20:37,0:04:04,2:01:41,2:01:41
21838,02365,0:55:54,0:31:36,0:20:39,0:04:04,2:01:43,2:01:43
20616,02366,0:55:59,0:31:31,0:20:38,0:04:05,2:01:43,2:01:43
20254,02367,0:52:36,0:33:13,0:22:51,0:04:29,2:01:45,2:01:45
20473,02368,0:57:24,0:31:51,0:19:08,0:04:11,2:01:45,2:01:45
23371,02369,0:56:36,0:31:53,0:19:28,0:04:32,2:01:58,2:01:58
20020,02370,0:56:40,0:32:48,0:19:44,0:03:46,2:01:58,2:01:58
23196,02371,,1:15:18,0:28:25,0:06:08,2:02:02,2:02:02
20178,02372,0:54:00,0:33:49,0:20:07,0:04:09,2:02:06,2:02:06
20812,02373,0:57:39,0:31:03,0:19:17,0:03:48,2:02:09,2:02:09
20130,02374,0:58:05,0:31:45,0:18:43,0:03:20,2:02:09,2:02:09
20356,02375,0:57:06,0:31:36,0:19:57,0:03:36,2:02:10,2:02:10
23078,02376,0:57:54,0:31:32,0:19:24,0:03:23,2:02:12,2:02:12
20223,02377,0:56:29,0:35:02,0:17:51,0:03:31,2:02:14,2:02:14
23297,02378,0:57:20,0:32:16,0:19:22,0:03:39,2:02:15,2:02:15
21614,02379,0:54:04,0:32:47,0:21:34,0:04:16,2:02:17,2:02:17
20626,02380,0:57:59,0:31:33,0:18:54,0:03:31,2:02:17,2:02:17
20578,02381,0:55:09,0:33:46,0:20:32,0:04:25,2:02:26,2:02:26
20862,02382,0:56:13,0:32:15,0:20:28,0:04:06,2:02:27,2:02:27
21589,02383,0:54:16,0:32:48,0:21:34,0:04:21,2:02:28,2:02:28
23562,02384,0:57:36,0:32:03,0:19:08,0:03:33,2:02:29,2:02:29
21620,02385,0:57:06,0:31:57,0:19:15,0:03:50,2:02:30,2:02:30
20865,02386,0:54:56,0:30:42,0:22:00,0:04:54,2:02:31,2:02:31
20091,02387,0:59:31,0:30:48,0:18:04,0:03:27,2:02:34,2:02:34
20422,02388,0:55:55,0:32:13,0:20:31,0:04:26,2:02:35,2:02:35
21381,02389,0:57:32,0:32:06,0:19:30,0:03:40,2:02:37,2:02:37
23082,02390,0:57:51,0:31:58,0:19:14,0:03:50,2:02:41,2:02:41
21398,02391,0:57:32,0:32:06,0:19:29,0:03:48,2:02:41,2:02:41
21036,02392,0:57:37,0:32:00,0:18:59,0:03:42,2:02:44,2:02:44
20760,02393,0:58:34,0:32:18,0:19:06,0:03:50,2:02:45,2:02:45
20939,02394,1:01:27,0:31:47,0:16:35,0:03:10,2:02:46,2:02:46
20668,02395,1:01:22,0:29:31,0:17:38,0:03:31,2:02:47,2:02:47
20092,02396,1:01:27,0:31:47,0:16:34,0:03:11,2:02:47,2:02:47
