Bib,ID,3.9k,Chip Time,Finish Time
53197,8103,,1:09:46,1:09:46
54156,8104,,1:10:27,1:10:27
50468,8105,,1:23:23,1:23:23
53642,8106,,1:23:23,1:23:23
50458,8107,,1:23:24,1:23:24
54649,8108,,,
54026,8109,,,
53571,8110,0:38:44,,
51230,8111,,,
50953,8112,,,
50851,8113,,,
55130,8114,,,
51220,8115,,,
55147,8116,,,
51125,8117,,,
50067,8118,,,
54934,8119,,,
54907,8120,,,
51218,8121,,,
50855,8122,,,
51276,8123,,,
54603,8124,,,
53906,8125,,,
53559,8126,0:35:20,,
53246,8127,,,
51311,8128,,,
53681,8129,,,
53090,8130,,,
50990,8131,,,
50354,8132,,,
50921,8133,,,
51045,8134,,,
53716,8135,,,
50862,8136,,,
50801,8137,,,
54983,8138,,,
54881,8139,,,
51315,8140,,,
50760,8141,,,
54700,8142,,,
54652,8143,,,
54911,8144,,,
54843,8145,,,
53348,8146,,,
50398,8147,,,
51263,8148,,,
51105,8149,,,
50757,8150,,,
50839,8151,,,
50636,8152,,,
50431,8153,,,
54959,8154,,,
55139,8155,,,
54996,8156,,,
50892,8157,,,
50544,8158,,,
54872,8159,,,
50969,8160,,,
50788,8161,,,
54945,8162,,,
54912,8163,,,
53780,8164,,,
50759,8165,,,
50318,8166,0:39:57,,
54960,8167,,,
54863,8168,,,
54882,8169,,,
54798,8170,,,
53937,8171,0:36:11,,
55120,8172,,,
53982,8173,,,
53687,8174,,,
50995,8175,,,
54738,8176,,,
53673,8177,,,
53153,8178,,,
51016,8179,,,
55041,8180,,,
53394,8181,0:34:57,,
50531,8182,,,
50473,8183,,,
54697,8184,,,
55102,8185,,,
54532,8186,,,
53663,8187,,,
51210,8188,,,
55081,8189,,,
54880,8190,,,
54596,8191,,,
51250,8192,,,
51028,8193,,,
55084,8194,,,
54221,8195,,,
50402,8196,0:34:47,,
50679,8197,,,
54014,8198,,,
50541,8199,,,
50438,8200,,,
55138,8201,,,
50663,8202,,,
54619,8203,,,
54670,8204,,,
51318,8205,,,
51200,8206,,,
54539,8207,,,
54841,8208,,,
53688,8209,0:34:00,,
51079,8210,,,
50585,8211,,,
50423,8212,,,
51334,8213,,,
54184,8214,,,
50845,8215,,,
50336,8216,,,
51149,8217,,,
50440,8218,,,
55161,8219,,,
54196,8220,,,
53395,8221,,,
54671,8222,,,
54174,8223,,,
53037,8224,0:34:17,,
55057,8225,,,
54787,8226,,,
50737,8227,,,
50274,8228,,,
53644,8229,,,
50968,8230,,,
55076,8231,,,
53569,8232,,,
54553,8233,,,
53842,8234,,,
53578,8235,,,
51328,8236,,,
55163,8237,,,
54214,8238,,,
51225,8239,,,
54720,8240,,,
50849,8241,,,
53456,8242,0:46:19,,
50878,8243,,,
51333,8244,,,
53931,8245,0:35:55,,
55108,8246,,,
54702,8247,,,
54549,8248,,,
53977,8249,,,
50977,8250,,,
50891,8251,,,
54905,8252,,,
51155,8253,,,
54856,8254,,,
50898,8255,,,
50529,8256,,,
54685,8257,,,
51292,8258,,,
51249,8259,,,
50946,8260,,,
53256,8261,0:34:50,,
54976,8262,,,
50596,8263,0:37:15,,
51226,8264,,,
54883,8265,,,
55067,8266,,,
54104,8267,,,
51118,8268,,,
50806,8269,,,
54682,8270,,,
50545,8271,,,
50789,8272,,,
55141,8273,,,
54010,8274,,,
51122,8275,,,
54837,8276,,,
51051,8277,,,
50924,8278,,,
53794,8279,0:35:23,,
53679,8280,,,
51057,8281,,,
55152,8282,,,
55079,8283,,,
54586,8284,,,
51235,8285,,,
53531,8286,,,
50575,8287,,,
54703,8288,,,
54071,8289,,,
51330,8290,,,
50920,8291,,,
54581,8292,,,
54055,8293,,,
53900,8294,,,
53865,8295,,,
51356,8296,,,
51242,8297,,,
54712,8298,,,
54027,8299,0:37:54,,
53230,8300,0:33:47,,
50333,8301,,,
54743,8302,,,
53783,8303,,,
53728,8304,0:33:28,,
53283,8305,0:34:45,,
51777,8306,,,
50830,8307,,,
50134,8308,,,
55119,8309,,,
54562,8310,,,
51026,8311,,,
53250,8312,,,
54827,8313,,,
54213,8314,,,
54008,8315,,,
51203,8316,,,
50976,8317,,,
53533,8318,,,
51056,8319,,,
50938,8320,,,
50166,8321,,,
53599,8322,,,
55053,8323,,,
51162,8324,,,
54981,8325,,,
54220,8326,,,
51100,8327,,,
51039,8328,,,
51032,8329,,,
53930,8330,,,
51141,8331,,,
50773,8332,,,
53360,8333,,,
55121,8334,,,
51015,8335,,,
55012,8336,,,
53575,8337,0:43:30,,
50488,8338,,,
50196,8339,,,
53561,8340,,,
51064,8341,,,
50869,8342,,,
50457,8343,,,
54868,8344,,,
54585,8345,,,
54229,8346,,,
55004,8347,,,
53897,8348,,,
53516,8349,,,
53127,8350,,,
50465,8351,0:39:49,,
55162,8352,,,
54616,8353,,,
51067,8354,,,
50951,8355,,,
50776,8356,,,
53325,8357,,,
51071,8358,,,
50982,8359,,,
50683,8360,,,
50576,8361,,,
51086,8362,,,
55024,8363,,,
54995,8364,,,
54944,8365,,,
54923,8366,,,
55008,8367,,,
50656,8368,,,
51188,8369,,,
54988,8370,,,
51208,8371,,,
50790,8372,,,
54708,8373,,,
54592,8374,,,
50680,8375,,,
54803,8376,,,
53682,8377,,,
50588,8378,,,
54941,8379,,,
50979,8380,,,
50768,8381,,,
55071,8382,,,
54691,8383,,,
51046,8384,,,
50785,8385,,,
54870,8386,,,
53721,8387,,,
51349,8388,,,
50985,8389,,,
50672,8390,,,
54704,8391,,,
54661,8392,,,
51247,8393,,,
51066,8394,,,
53632,8395,,,
51301,8396,,,
54938,8397,,,
50856,8398,,,
51280,8399,,,
50766,8400,,,
55149,8401,,,
51275,8402,,,
53481,8403,0:40:33,,
54534,8404,,,
50460,8405,,,
53805,8406,0:33:00,,
50913,8407,,,
54765,8408,,,
51108,8409,,,
50094,8410,,,
55077,8411,,,
50478,8412,,,
50814,8413,,,
54828,8414,,,
51314,8415,,,
51163,8416,,,
54020,8417,,,
54150,8418,,,
54144,8419,,,
55002,8420,,,
53809,8421,,,
50681,8422,,,
55086,8423,,,
54821,8424,,,
51983,8425,,,
51006,8426,,,
55044,8427,,,
50834,8428,,,
54754,8429,,,
51084,8430,,,
50480,8431,,,
50389,8432,,,
51080,8433,,,
51030,8434,,,
54965,8435,,,
54719,8436,,,
54689,8437,,,
53912,8438,,,
51307,8439,,,
50873,8440,,,
51091,8441,,,
54867,8442,,,
54899,8443,,,
54636,8444,,,
53509,8445,,,
50848,8446,,,
51152,8447,,,
51089,8448,,,
50786,8449,,,
55054,8450,,,
53804,8451,,,
51115,8452,,,
50691,8453,,,
53658,8454,0:31:43,,
54990,8455,,,
51271,8456,,,
54019,8457,,,
51058,8458,,,
50916,8459,,,
50875,8460,,,
55148,8461,,,
51302,8462,,,
55089,8463,,,
54683,8464,,,
53039,8465,0:37:47,,
51034,8466,,,
50798,8467,,,
50767,8468,,,
54538,8469,,,
53480,8470,0:39:56,,
53065,8471,,,
51036,8472,,,
53973,8473,,,
51286,8474,,,
50515,8475,,,
55056,8476,,,
55000,8477,,,
55136,8478,,,
53849,8479,,,
53755,8480,,,
51154,8481,,,
55101,8482,,,
54591,8483,,,
51142,8484,,,
50795,8485,,,
55009,8486,,,
54751,8487,,,
54742,8488,,,
50561,8489,,,
54906,8490,,,
54839,8491,,,
51199,8492,,,
51157,8493,,,
53747,8494,,,
51153,8495,,,
54891,8496,,,
54836,8497,,,
54618,8498,,,
54041,8499,,,
50919,8500,,,
55133,8501,,,
51143,8502,,,
54805,8503,,,
54564,8504,,,
53140,8505,,,
50761,8506,,,
54840,8507,,,
54753,8508,,,
50871,8509,,,
54647,8510,,,
53131,8511,,,
51087,8512,,,
54645,8513,,,
51329,8514,,,
54782,8515,,,
53882,8516,,,
51262,8517,,,
50937,8518,,,
50931,8519,,,
54191,8520,,,
54183,8521,,,
54686,8522,,,
54595,8523,,,
54901,8524,,,
53317,8525,,,
54546,8526,,,
54577,8527,,,
53460,8528,,,
53513,8529,,,
50939,8530,,,
50901,8531,,,
50376,8532,0:40:03,,
54774,8533,,,
50965,8534,,,
50727,8535,,,
54940,8536,,,
54832,8537,,,
54090,8538,,,
50962,8539,,,
50815,8540,,,
55064,8541,,,
50877,8542,,,
53896,8543,,,
50992,8544,,,
54684,8545,,,
54601,8546,,,
54222,8547,,,
53524,8548,,,
54846,8549,,,
54223,8550,,,
50599,8551,,,
54819,8552,,,
53214,8553,,,
54013,8554,,,
53926,8555,,,
54788,8556,,,
54208,8557,,,
50475,8558,,,
50459,8559,,,
50650,8560,,,
50301,8561,0:34:49,,
53514,8562,0:33:31,,
53341,8563,0:37:37,,
53045,8564,,,
50909,8565,,,
53508,8566,,,
54921,8567,,,
54725,8568,,,
53308,8569,0:37:45,,
55146,8570,,,
54740,8571,,,
54584,8572,,,
54642,8573,,,
50490,8574,,,
51308,8575,,,
51005,8576,,,
50492,8577,,,
54075,8578,,,
54679,8579,,,
54530,8580,,,
50894,8581,,,
54884,8582,,,
51325,8583,,,
55155,8584,,,
51012,8585,,,
50405,8586,,,
54744,8587,,,
50579,8588,,,
54590,8589,,,
53624,8590,,,
52678,8591,,,
51202,8592,,,
50928,8593,,,
51300,8594,,,
51298,8595,,,
50057,8596,,,
55025,8597,,,
55150,8598,,,
54070,8599,,,
50791,8600,,,
54866,8601,,,
53603,8602,,,
54626,8603,,,
53263,8604,,,
54045,8605,,,
50822,8606,,,
53808,8607,,,
50033,8608,,,
54865,8609,,,
54151,8610,,,
53841,8611,,,
53647,8612,,,
51206,8613,,,
55034,8614,,,
54756,8615,,,
53774,8616,,,
54987,8617,,,
54198,8618,,,
51002,8619,,,
50981,8620,,,
54910,8621,,,
50885,8622,,,
54589,8623,,,
54634,8624,,,
50993,8625,,,
54797,8626,,,
54556,8627,,,
53340,8628,,,
55132,8629,,,
54895,8630,,,
51082,8631,,,
50539,8632,,,
50998,8633,,,
51238,8634,,,
54997,8635,,,
54813,8636,,,
51251,8637,,,
54897,8638,,,
55059,8639,,,
51029,8640,,,
53680,8641,,,
51345,8642,,,
51096,8643,,,
50508,8644,,,
53863,8645,,,
51291,8646,,,
54768,8647,,,
54038,8648,,,
51041,8649,,,
53226,8650,,,
50557,8651,,,
53824,8652,,,
50857,8653,,,
54574,8654,,,
50645,8655,,,
50040,8656,,,
53840,8657,,,
54731,8658,,,
51320,8659,,,
54848,8660,,,
51136,8661,,,
55131,8662,,,
52852,8663,,,
51004,8664,,,
50957,8665,,,
50874,8666,,,
51358,8667,,,
50966,8668,,,
50728,8669,,,
54972,8670,,,
53372,8671,0:34:50,,
51297,8672,,,
50942,8673,,,
55007,8674,,,
54956,8675,,,
50882,8676,,,
51192,8677,,,
50116,8678,,,
51316,8679,,,
53810,8680,,,
54069,8681,0:35:42,,
51984,8682,,,
54993,8683,,,
51169,8684,,,
54677,8685,,,
50896,8686,,,
54783,8687,,,
51240,8688,,,
55011,8689,,,
54727,8690,,,
54062,8691,0:47:24,,
53856,8692,,,
51246,8693,,,
54794,8694,,,
54623,8695,,,
54081,8696,,,
50627,8697,,,
54851,8698,,,
53630,8699,,,
53587,8700,0:50:03,,
51255,8701,,,
51098,8702,,,
50777,8703,,,
50410,8704,,,
54962,8705,,,
54566,8706,,,
53830,8707,,,
55073,8708,,,
54536,8709,,,
55019,8710,,,
54961,8711,,,
53596,8712,,,
50283,8713,,,
53616,8714,,,
54635,8715,,,
54206,8716,,,
50842,8717,,,
54644,8718,,,
54129,8719,,,
51070,8720,,,
54612,8721,,,
54776,8722,,,
54784,8723,,,
53785,8724,,,
51158,8725,,,
55113,8726,,,
53349,8727,,,
51177,8728,,,
50917,8729,,,
55040,8730,,,
54949,8731,,,
53879,8732,,,
55016,8733,,,
54772,8734,,,
54058,8735,,,
53975,8736,,,
50591,8737,0:36:55,,
54711,8738,,,
55033,8739,,,
54928,8740,,,
53502,8741,,,
51063,8742,,,
54560,8743,,,
53707,8744,,,
51024,8745,,,
51229,8746,,,
54651,8747,,,
54877,8748,,,
51305,8749,,,
50230,8750,,,
54929,8751,,,
54842,8752,,,
51059,8753,,,
50765,8754,,,
54073,8755,0:43:27,,
53832,8756,,,
53169,8757,0:37:07,,
51272,8758,,,
54977,8759,,,
53751,8760,,,
55118,8761,,,
54924,8762,,,
55092,8763,,,
54120,8764,,,
50424,8765,,,
54639,8766,,,
51147,8767,,,
50988,8768,,,
54799,8769,,,
54628,8770,,,
51168,8771,,,
50936,8772,,,
50797,8773,,,
55153,8774,,,
51127,8775,,,
50925,8776,,,
50893,8777,,,
54937,8778,,,
54580,8779,,,
53134,8780,0:34:37,,
54939,8781,,,
54855,8782,,,
54757,8783,,,
54687,8784,,,
50796,8785,,,
50263,8786,,,
54825,8787,,,
54555,8788,,,
54122,8789,,,
50996,8790,,,
54653,8791,,,
54886,8792,,,
54752,8793,,,
54576,8794,,,
53871,8795,,,
51123,8796,,,
50972,8797,,,
50637,8798,,,
51000,8799,,,
54761,8800,,,
54547,8801,,,
54741,8802,,,
53715,8803,,,
53147,8804,,,
50880,8805,,,
54705,8806,,,
54699,8807,,,
53618,8808,,,
51166,8809,,,
53650,8810,,,
55001,8811,,,
53458,8812,,,
53410,8813,,,
53992,8814,,,
53869,8815,,,
55046,8816,,,
53237,8817,,,
51258,8818,,,
54935,8819,,,
51322,8820,,,
51317,8821,,,
51156,8822,,,
50763,8823,,,
55043,8824,,,
54898,8825,,,
51304,8826,,,
50483,8827,,,
53078,8828,0:32:25,,
51180,8829,,,
54078,8830,0:41:52,,
50030,8831,,,
54631,8832,,,
50603,8833,0:36:06,,
55168,8834,,,
54857,8835,,,
51254,8836,,,
50934,8837,,,
50787,8838,,,
54673,8839,,,
54658,8840,,,
54610,8841,,,
54015,8842,,,
54017,8843,,,
53788,8844,,,
53956,8845,,,
53768,8846,,,
53577,8847,,,
51131,8848,,,
51048,8849,,,
51047,8850,,,
54633,8851,,,
54582,8852,,,
51052,8853,,,
50827,8854,,,
54810,8855,,,
51185,8856,,,
53220,8857,,,
51106,8858,,,
50463,8859,,,
54076,8860,,,
53595,8861,,,
51061,8862,,,
54065,8863,,,
53691,8864,,,
51980,8865,,,
55061,8866,,,
53891,8867,,,
51347,8868,,,
55126,8869,,,
54735,8870,,,
50514,8871,,,
55106,8872,,,
54953,8873,,,
54605,8874,,,
50879,8875,,,
54197,8876,,,
50858,8877,,,
50747,8878,0:37:59,,
50825,8879,,,
54816,8880,,,
51146,8881,,,
54967,8882,,,
53819,8883,,,
51121,8884,,,
50889,8885,,,
54759,8886,,,
54602,8887,,,
54876,8888,,,
54698,8889,,,
53916,8890,,,
50986,8891,,,
50948,8892,,,
51293,8893,,,
51133,8894,,,
51353,8895,,,
50659,8896,,,
54672,8897,,,
54662,8898,,,
54625,8899,,,
51221,8900,,,
51139,8901,,,
54913,8902,,,
53941,8903,,,
53833,8904,,,
50944,8905,,,
54764,8906,,,
53558,8907,,,
51198,8908,,,
50467,8909,0:39:51,,
50870,8910,,,
50499,8911,,,
53901,8912,,,
53245,8913,,,
50897,8914,,,
53501,8915,,,
51160,8916,,,
55117,8917,,,
54541,8918,,,
54215,8919,,,
54023,8920,,,
53918,8921,,,
53125,8922,,,
51113,8923,,,
54709,8924,,,
54930,8925,,,
53178,8926,0:34:21,,
54943,8927,,,
54789,8928,,,
53976,8929,,,
51088,8930,,,
50784,8931,,,
54113,8932,0:35:58,,
53499,8933,0:34:17,,
54871,8934,,,
51244,8935,,,
51003,8936,,,
51350,8937,,,
50852,8938,,,
54985,8939,,,
50922,8940,,,
54894,8941,,,
53693,8942,,,
53655,8943,0:31:42,,
53504,8944,,,
54998,8945,,,
54831,8946,,,
51175,8947,,,
53629,8948,,,
53257,8949,0:34:49,,
51217,8950,,,
54082,8951,,,
53690,8952,,,
50997,8953,,,
50427,8954,,,
55157,8955,,,
50840,8956,,,
54664,8957,,,
53806,8958,,,
53597,8959,,,
50812,8960,,,
51294,8961,,,
51101,8962,,,
50774,8963,,,
51283,8964,,,
50832,8965,,,
54701,8966,,,
54676,8967,,,
53907,8968,,,
50843,8969,,,
51117,8970,,,
55013,8971,,,
50779,8972,,,
50943,8973,,,
53670,8974,,,
54599,8975,,,
53368,8976,,,
53182,8977,,,
53506,8978,,,
50093,8979,,,
55097,8980,,,
53554,8981,,,
51201,8982,,,
51303,8983,,,
50770,8984,,,
55062,8985,,,
53232,8986,0:37:02,,
50775,8987,,,
54917,8988,,,
53754,8989,,,
50619,8990,,,
54835,8991,,,
54201,8992,,,
51231,8993,,,
51295,8994,,,
51179,8995,,,
54665,8996,,,
54544,8997,,,
50854,8998,,,
54098,8999,,,
54667,9000,,,
55069,9001,,,
54854,9002,,,
54716,9003,,,
54561,9004,,,
53529,9005,,,
51194,9006,,,
50262,9007,,,
54571,9008,,,
51109,9009,,,
51094,9010,,,
55098,9011,,,
55115,9012,,,
50215,9013,,,
54795,9014,,,
53646,9015,,,
54091,9016,,,
51191,9017,,,
51130,9018,,,
51018,9019,,,
54563,9020,,,
54791,9021,,,
51090,9022,,,
55124,9023,,,
54640,9024,,,
53515,9025,0:36:05,,
50949,9026,,,
54059,9027,,,
55156,9028,,,
54034,9029,,,
54861,9030,,,
51172,9031,,,
50929,9032,,,
54057,9033,,,
55050,9034,,,
53657,9035,,,
51075,9036,,,
51068,9037,,,
54035,9038,,,
53919,9039,,,
51348,9040,,,
54812,9041,,,
53671,9042,,,
50960,9043,,,
50720,9044,,,
53498,9045,0:34:19,,
50417,9046,,,
51259,9047,,,
50974,9048,,,
54061,9049,,,
50551,9050,,,
55167,9051,,,
54204,9052,,,
54089,9053,,,
51234,9054,,,
50084,9055,,,
54952,9056,,,
51173,9057,,,
50888,9058,,,
53947,9059,,,
53889,9060,,,
55042,9061,,,
51278,9062,,,
50841,9063,,,
55029,9064,,,
53696,9065,,,
53316,9066,,,
51119,9067,,,
55122,9068,,,
53743,9069,,,
54105,9070,,,
53645,9071,,,
51020,9072,,,
54994,9073,,,
55093,9074,,,
53731,9075,,,
51165,9076,,,
53520,9077,,,
53539,9078,,,
51038,9079,,,
51037,9080,,,
54748,9081,,,
54542,9082,,,
50872,9083,,,
55104,9084,,,
50828,9085,,,
55060,9086,,,
55018,9087,,,
54593,9088,,,
53823,9089,,,
51209,9090,,,
51140,9091,,,
54056,9092,,,
50911,9093,,,
50216,9094,,,
54575,9095,,,
50999,9096,,,
50950,9097,,,
50644,9098,,,
55052,9099,,,
53872,9100,,,
53172,9101,0:32:11,,
51237,9102,,,
54543,9103,,,
54179,9104,,,
51092,9105,,,
53825,9106,,,
54597,9107,,,
54135,9108,,,
53490,9109,,,
51176,9110,,,
51111,9111,,,
55116,9112,,,
54922,9113,,,
54729,9114,,,
53890,9115,,,
54660,9116,,,
54136,9117,,,
50418,9118,,,
53727,9119,,,
50409,9120,,,
54766,9121,,,
51081,9122,,,
51332,9123,,,
51009,9124,,,
53844,9125,0:35:38,,
50422,9126,,,
50781,9127,,,
50027,9128,,,
55045,9129,,,
54888,9130,,,
54845,9131,,,
51008,9132,,,
54853,9133,,,
51284,9134,,,
55051,9135,,,
50926,9136,,,
50876,9137,,,
55023,9138,,,
51287,9139,,,
51132,9140,,,
55005,9141,,,
53711,9142,,,
51290,9143,,,
51001,9144,,,
50975,9145,,,
54974,9146,,,
54024,9147,0:35:28,,
53945,9148,,,
50833,9149,,,
50813,9150,,,
53978,9151,,,
50315,9152,,,
53712,9153,,,
51257,9154,,,
50904,9155,,,
50861,9156,,,
55070,9157,,,
55080,9158,,,
55075,9159,,,
54920,9160,,,
53692,9161,,,
50846,9162,,,
53609,9163,,,
51077,9164,,,
50751,9165,,,
55096,9166,,,
55078,9167,,,
54608,9168,,,
50562,9169,,,
51310,9170,,,
51025,9171,,,
54755,9172,,,
54011,9173,,,
53787,9174,,,
51107,9175,,,
54192,9176,,,
51170,9177,,,
50955,9178,,,
50202,9179,,,
55039,9180,,,
54051,9181,,,
53948,9182,,,
53773,9183,,,
51355,9184,,,
50345,9185,,,
53750,9186,,,
51189,9187,,,
50665,9188,,,
54849,9189,,,
54728,9190,,,
50684,9191,,,
55072,9192,,,
51273,9193,,,
51102,9194,,,
54064,9195,,,
53505,9196,,,
54540,9197,,,
54107,9198,,,
50416,9199,,,
54822,9200,,,
50910,9201,,,
53586,9202,,,
51339,9203,,,
55137,9204,,,
54914,9205,,,
53746,9206,,,
50582,9207,,,
51213,9208,,,
50807,9209,,,
54099,9210,,,
53643,9211,,,
51186,9212,,,
50805,9213,,,
50407,9214,,,
53426,9215,0:34:56,,
50826,9216,,,
50983,9217,,,
53622,9218,,,
54722,9219,,,
54097,9220,,,
54908,9221,,,
54823,9222,,,
54696,9223,,,
54875,9224,,,
50927,9225,,,
55103,9226,,,
54966,9227,,,
54792,9228,,,
53560,9229,,,
51289,9230,,,
50670,9231,,,
54533,9232,,,
53915,9233,,,
50756,9234,,,
50668,9235,,,
50729,9236,,,
50696,9237,,,
50535,9238,,,
54548,9239,,,
54963,9240,,,
54557,9241,,,
50700,9242,,,
50404,9243,,,
54088,9244,,,
50110,9245,,,
54620,9246,,,
51099,9247,,,
51095,9248,,,
50838,9249,,,
53854,9250,,,
51035,9251,,,
54796,9252,,,
55082,9253,,,
54969,9254,,,
54955,9255,,,
53761,9256,0:36:15,,
51060,9257,,,
50958,9258,,,
54060,9259,0:57:21,,
53702,9260,,,
50887,9261,,,
55088,9262,,,
51277,9263,,,
50930,9264,,,
54964,9265,,,
54718,9266,,,
54638,9267,,,
50745,9268,0:34:16,,
51236,9269,,,
51335,9270,,,
53826,9271,,,
53740,9272,,,
51351,9273,,,
51033,9274,,,
50935,9275,,,
50755,9276,,,
54594,9277,,,
50413,9278,,,
54859,9279,,,
50783,9280,,,
55125,9281,,,
54858,9282,,,
54629,9283,,,
51114,9284,,,
53540,9285,,,
53807,9286,,,
53420,9287,,,
53031,9288,0:37:50,,
51228,9289,,,
50971,9290,,,
50941,9291,,,
54747,9292,,,
50641,9293,,,
53606,9294,,,
50991,9295,,,
50547,9296,,,
54864,9297,,,
54003,9298,,,
50624,9299,,,
54957,9300,,,
54950,9301,,,
51337,9302,,,
51341,9303,,,
51281,9304,,,
50915,9305,,,
50793,9306,,,
50752,9307,,,
50193,9308,,,
51144,9309,,,
54992,9310,,,
55151,9311,,,
55038,9312,,,
54588,9313,,,
54551,9314,,,
51215,9315,,,
51097,9316,,,
50486,9317,,,
51195,9318,,,
53922,9319,,,
50866,9320,,,
50640,9321,,,
51040,9322,,,
50959,9323,,,
53732,9324,,,
54212,9325,,,
53876,9326,,,
53517,9327,,,
51074,9328,,,
55128,9329,,,
51266,9330,,,
50863,9331,,,
53675,9332,,,
51013,9333,,,
55022,9334,,,
55006,9335,,,
53795,9336,,,
54072,9337,,,
54066,9338,,,
54032,9339,,,
54654,9340,,,
54148,9341,,,
53132,9342,,,
50414,9343,,,
51076,9344,,,
51110,9345,,,
50406,9346,,,
54926,9347,,,
50817,9348,,,
55134,9349,,,
54793,9350,,,
54042,9351,,,
51196,9352,,,
51184,9353,,,
50507,9354,,,
55142,9355,,,
53235,9356,0:37:11,,
51212,9357,,,
53839,9358,,,
55032,9359,,,
54968,9360,,,
53380,9361,0:34:20,,
53678,9362,,,
51078,9363,,,
50136,9364,0:26:28,,
50923,9365,,,
54942,9366,,,
54762,9367,,,
51309,9368,,,
51019,9369,,,
50865,9370,,,
50281,9371,,,
54999,9372,,,
53816,9373,,,
51055,9374,,,
50474,9375,0:53:05,,
54890,9376,,,
54681,9377,,,
53667,9378,,,
50470,9379,,,
54900,9380,,,
54818,9381,,,
54690,9382,,,
50484,9383,,,
50583,9384,,,
53884,9385,,,
51270,9386,,,
51267,9387,,,
50899,9388,,,
50211,9389,,,
54068,9390,0:57:21,,
51344,9391,,,
50819,9392,,,
50373,9393,0:41:46,,
51065,9394,,,
50453,9395,,,
54936,9396,,,
51256,9397,,,
51205,9398,,,
50980,9399,,,
54801,9400,,,
54607,9401,,,
54604,9402,,,
50792,9403,,,
55094,9404,,,
54572,9405,,,
50914,9406,,,
50864,9407,,,
55123,9408,,,
53231,9409,,,
50666,9410,,,
54860,9411,,,
50782,9412,,,
54785,9413,,,
54717,9414,,,
50772,9415,,,
54767,9416,,,
54622,9417,,,
51265,9418,,,
54847,9419,,,
53617,9420,,,
50836,9421,,,
53612,9422,,,
51346,9423,,,
55165,9424,,,
53649,9425,,,
50831,9426,,,
55127,9427,,,
54659,9428,,,
54657,9429,,,
53946,9430,,,
51181,9431,,,
50816,9432,,,
50623,9433,,,
50227,9434,,,
50074,9435,,,
51031,9436,,,
50495,9437,,,
54012,9438,,,
50064,9439,,,
50963,9440,,,
50906,9441,,,
50803,9442,,,
54925,9443,,,
53684,9444,,,
53459,9445,,,
50435,9446,,,
55003,9447,,,
54063,9448,0:33:28,,
51227,9449,,,
55035,9450,,,
50881,9451,,,
50810,9452,,,
50120,9453,,,
53247,9454,,,
52929,9455,,,
51050,9456,,,
50730,9457,,,
50711,9458,,,
53382,9459,0:34:21,,
54554,9460,,,
54931,9461,,,
50243,9462,,,
50044,9463,0:36:00,,
53861,9464,0:35:54,,
51274,9465,,,
50432,9466,,,
51044,9467,,,
50513,9468,,,
53949,9469,,,
54790,9470,,,
54200,9471,,,
50586,9472,,,
53530,9473,,,
50425,9474,,,
50085,9475,,,
55017,9476,,,
54714,9477,,,
53116,9478,,,
53933,9479,,,
51219,9480,,,
55555,9481,,,
53607,9482,,,
53584,9483,,,
51171,9484,,,
50954,9485,,,
50799,9486,,,
53370,9487,0:34:36,,
50859,9488,,,
50577,9489,,,
51150,9490,,,
50850,9491,,,
50824,9492,,,
54915,9493,,,
54773,9494,,,
50967,9495,,,
54080,9496,,,
54989,9497,,,
51042,9498,,,
50973,9499,,,
55678,9500,,,
50829,9501,,,
53637,9502,,,
53233,9503,,,
50987,9504,,,
50694,9505,,,
53782,9506,,,
53634,9507,,,
54991,9508,,,
54726,9509,,,
50590,9510,0:36:11,,
50516,9511,,,
53835,9512,,,
53669,9513,0:51:30,,
51279,9514,,,
50964,9515,,,
53763,9516,,,
53402,9517,,,
54978,9518,,,
53073,9519,,,
55030,9520,,,
51151,9521,,,
54948,9522,,,
53276,9523,,,
50433,9524,,,
54692,9525,,,
50419,9526,0:31:33,,
54844,9527,,,
51159,9528,,,
50758,9529,,,
50734,9530,,,
54535,9531,,,
54067,9532,,,
51269,9533,,,
50595,9534,,,
53594,9535,,,
53089,9536,,,
51023,9537,,,
54896,9538,,,
54706,9539,,,
54669,9540,,,
51313,9541,,,
54678,9542,,,
53602,9543,,,
53576,9544,,,
51306,9545,,,
55159,9546,,,
54624,9547,,,
54209,9548,,,
53177,9549,0:36:58,,
54817,9550,,,
54085,9551,,,
54621,9552,,,
53611,9553,,,
53000,9554,,,
54770,9555,,,
55085,9556,,,
50621,9557,,,
54617,9558,,,
53534,9559,,,
51214,9560,,,
51183,9561,,,
51120,9562,,,
51014,9563,,,
54892,9564,,,
54583,9565,,,
54018,9566,,,
51359,9567,,,
51264,9568,,,
51011,9569,,,
54946,9570,,,
54559,9571,,,
50344,9572,,,
53142,9573,,,
50743,9574,,,
53868,9575,,,
51296,9576,,,
51288,9577,,,
53714,9578,,,
53252,9579,0:36:02,,
54975,9580,,,
50895,9581,,,
55112,9582,,,
50804,9583,,,
50548,9584,,,
54694,9585,,,
55074,9586,,,
54568,9587,,,
51338,9588,,,
54181,9589,,,
53938,9590,0:35:47,,
50635,9591,,,
54760,9592,,,
53604,9593,,,
51073,9594,,,
54811,9595,,,
54668,9596,,,
51260,9597,,,
54887,9598,,,
51343,9599,,,
53621,9600,,,
55140,9601,,,
53665,9602,,,
50902,9603,,,
54650,9604,,,
54643,9605,,,
54570,9606,,,
54205,9607,,,
